"survey_id","SPECIES_CD","abundance"
"2203U_1_2018","HAL GARN",0
"2203U_1_2018","HAL MACU",0
"2203U_1_2018","OCY CHRY",3
"2203U_1_2018","POM ARCU",0
"2203U_1_2018","SCA ISER",6
"2203U_1_2018","SPA ATOM",0
"2203U_1_2018","SPA AURO",0
"2203U_1_2018","SPA VIRI",0
"2203U_1_2018","STE PART",0
"2203U_1_2018","STE VARI",2
"2203U_1_2018","THA BIFA",0
"2203U_2_2014","ACA BAHI",1
"2203U_2_2014","ACA CHIR",0
"2203U_2_2014","ACA COER",1
"2203U_2_2014","CAN ROST",0
"2203U_2_2014","CHA CAPI",1
"2203U_2_2014","COR GLAU",4
"2203U_2_2014","COR PERS",162
"2203U_2_2014","HAE PLUM",2
"2203U_2_2014","HAL BIVI",9
"2203U_2_2014","HAL GARN",6
"2203U_2_2014","HAL MACU",6
"2203U_2_2014","OCY CHRY",78
"2203U_2_2014","POM ARCU",0
"2203U_2_2014","SCA ISER",44
"2203U_2_2014","SPA ATOM",2
"2203U_2_2014","SPA AURO",12
"2203U_2_2014","SPA VIRI",5
"2203U_2_2014","STE PART",9
"2203U_2_2014","STE VARI",5
"2203U_2_2014","THA BIFA",21
"2203U_2_2018","ACA BAHI",0
"2203U_2_2018","ACA CHIR",2
"2203U_2_2018","ACA COER",0
"2203U_2_2018","CAN ROST",0
"2203U_2_2018","CHA CAPI",1
"2203U_2_2018","COR GLAU",1
"2203U_2_2018","COR PERS",30
"2203U_2_2018","HAE PLUM",2
"2203U_2_2018","HAL BIVI",0
"2203U_2_2018","HAL GARN",5
"2203U_2_2018","HAL MACU",0
"2203U_2_2018","OCY CHRY",31
"2203U_2_2018","POM ARCU",0
"2203U_2_2018","SCA ISER",11
"2203U_2_2018","SPA ATOM",0
"2203U_2_2018","SPA AURO",1
"2203U_2_2018","SPA VIRI",0
"2203U_2_2018","STE PART",1
"2203U_2_2018","STE VARI",1
"2203U_2_2018","THA BIFA",7
"2204_1_2024","ACA BAHI",1
"2204_1_2024","ACA CHIR",0
"2204_1_2024","ACA COER",0
"2204_1_2024","CAN ROST",0
"2204_1_2024","CHA CAPI",0
"2204_1_2024","COR GLAU",0
"2204_1_2024","COR PERS",0
"2204_1_2024","HAE PLUM",2
"2204_1_2024","HAL BIVI",32
"2204_1_2024","HAL GARN",16
"2204_1_2024","HAL MACU",1
"2204_1_2024","OCY CHRY",27
"2204_1_2024","POM ARCU",0
"2204_1_2024","SCA ISER",2
"2204_1_2024","SPA ATOM",6
"2204_1_2024","SPA AURO",13
"2204_1_2024","SPA VIRI",0
"2204_1_2024","STE PART",0
"2204_1_2024","STE VARI",0
"2204_1_2024","THA BIFA",5
"2204U_1_2014","ACA BAHI",0
"2204U_1_2014","ACA CHIR",0
"2204U_1_2014","ACA COER",0
"2204U_1_2014","CAN ROST",0
"2204U_1_2014","CHA CAPI",0
"2204U_1_2014","COR GLAU",12
"2204U_1_2014","COR PERS",101
"2204U_1_2014","HAE PLUM",0
"2204U_1_2014","HAL BIVI",9
"2204U_1_2014","HAL GARN",3
"2204U_1_2014","HAL MACU",0
"2204U_1_2014","OCY CHRY",0
"2204U_1_2014","POM ARCU",0
"2204U_1_2014","SCA ISER",7
"2204U_1_2014","SPA ATOM",5
"2204U_1_2014","SPA AURO",5
"2204U_1_2014","SPA VIRI",1
"2204U_1_2014","STE PART",64
"2204U_1_2014","STE VARI",3
"2204U_1_2014","THA BIFA",14
"2204U_1_2018","ACA BAHI",0
"2204U_1_2018","ACA CHIR",0
"2204U_1_2018","ACA COER",0
"2204U_1_2018","CAN ROST",0
"2204U_1_2018","CHA CAPI",0
"2204U_1_2018","COR GLAU",1
"2204U_1_2018","COR PERS",0
"2204U_1_2018","HAE PLUM",2
"2204U_1_2018","HAL BIVI",15
"2204U_1_2018","HAL GARN",0
"2204U_1_2018","HAL MACU",3
"2204U_1_2018","OCY CHRY",0
"2204U_1_2018","POM ARCU",0
"2204U_1_2018","SCA ISER",8
"2204U_1_2018","SPA ATOM",3
"2204U_1_2018","SPA AURO",0
"2204U_1_2018","SPA VIRI",0
"2204U_1_2018","STE PART",1
"2204U_1_2018","STE VARI",5
"2204U_1_2018","THA BIFA",3
"2204U_2_2014","ACA BAHI",0
"2204U_2_2014","ACA CHIR",0
"2204U_2_2014","ACA COER",2
"2204U_2_2014","CAN ROST",0
"2204U_2_2014","CHA CAPI",0
"2204U_2_2014","COR GLAU",2
"2204U_2_2014","COR PERS",537
"2204U_2_2014","HAE PLUM",2
"2204U_2_2014","HAL BIVI",16
"2204U_2_2014","HAL GARN",3
"2204U_2_2014","HAL MACU",5
"2204U_2_2014","OCY CHRY",0
"2204U_2_2014","POM ARCU",0
"2204U_2_2014","SCA ISER",1
"2204U_2_2014","SPA ATOM",2
"2204U_2_2014","SPA AURO",7
"2204U_2_2014","SPA VIRI",1
"2204U_2_2014","STE PART",47
"2204U_2_2014","STE VARI",5
"2204U_2_2014","THA BIFA",34
"2204U_2_2018","ACA BAHI",0
"2204U_2_2018","ACA CHIR",0
"2204U_2_2018","ACA COER",0
"2204U_2_2018","CAN ROST",0
"2204U_2_2018","CHA CAPI",0
"2204U_2_2018","COR GLAU",2
"2204U_2_2018","COR PERS",0
"2204U_2_2018","HAE PLUM",1
"2204U_2_2018","HAL BIVI",14
"2204U_2_2018","HAL GARN",5
"2204U_2_2018","HAL MACU",6
"2204U_2_2018","OCY CHRY",3
"2204U_2_2018","POM ARCU",0
"2204U_2_2018","SCA ISER",5
"2204U_2_2018","SPA ATOM",0
"2204U_2_2018","SPA AURO",1
"2204U_2_2018","SPA VIRI",0
"2204U_2_2018","STE PART",2
"2204U_2_2018","STE VARI",2
"2204U_2_2018","THA BIFA",1
"2205_1_2024","ACA BAHI",0
"2205_1_2024","ACA CHIR",0
"2205_1_2024","ACA COER",0
"2205_1_2024","CAN ROST",0
"2205_1_2024","CHA CAPI",0
"2205_1_2024","COR GLAU",0
"2205_1_2024","COR PERS",0
"2205_1_2024","HAE PLUM",0
"2205_1_2024","HAL BIVI",44
"2205_1_2024","HAL GARN",0
"2205_1_2024","HAL MACU",0
"2205_1_2024","OCY CHRY",1
"2205_1_2024","POM ARCU",0
"2205_1_2024","SCA ISER",0
"2205_1_2024","SPA ATOM",0
"2205_1_2024","SPA AURO",1
"2205_1_2024","SPA VIRI",0
"2205_1_2024","STE PART",0
"2205_1_2024","STE VARI",1
"2205_1_2024","THA BIFA",2
"2205U_1_2016","ACA BAHI",0
"2205U_1_2016","ACA CHIR",0
"2205U_1_2016","ACA COER",0
"2205U_1_2016","CAN ROST",0
"2205U_1_2016","CHA CAPI",1
"2205U_1_2016","COR GLAU",1
"2205U_1_2016","COR PERS",12
"2205U_1_2016","HAE PLUM",5
"2205U_1_2016","HAL BIVI",1
"2205U_1_2016","HAL GARN",0
"2205U_1_2016","HAL MACU",0
"2205U_1_2016","OCY CHRY",39
"2205U_1_2016","POM ARCU",0
"2205U_1_2016","SCA ISER",25
"2205U_1_2016","SPA ATOM",0
"2205U_1_2016","SPA AURO",2
"2205U_1_2016","SPA VIRI",3
"2205U_1_2016","STE PART",0
"2205U_1_2016","STE VARI",14
"2205U_1_2016","THA BIFA",3
"2205U_1_2018","ACA BAHI",3
"2205U_1_2018","ACA CHIR",0
"2205U_1_2018","ACA COER",0
"2205U_1_2018","CAN ROST",0
"2205U_1_2018","CHA CAPI",1
"2205U_1_2018","COR GLAU",0
"2205U_1_2018","COR PERS",102
"2205U_1_2018","HAE PLUM",0
"2205U_1_2018","HAL BIVI",2
"2205U_1_2018","HAL GARN",3
"2205U_1_2018","HAL MACU",0
"2205U_1_2018","OCY CHRY",0
"2205U_1_2018","POM ARCU",0
"2205U_1_2018","SCA ISER",6
"2205U_1_2018","SPA ATOM",0
"2205U_1_2018","SPA AURO",3
"2205U_1_2018","SPA VIRI",0
"2205U_1_2018","STE PART",19
"2205U_1_2018","STE VARI",2
"2205U_1_2018","THA BIFA",19
"2205U_2_2016","ACA BAHI",4
"2205U_2_2016","ACA CHIR",0
"2205U_2_2016","ACA COER",6
"2205U_2_2016","CAN ROST",0
"2205U_2_2016","CHA CAPI",0
"2205U_2_2016","COR GLAU",0
"2205U_2_2016","COR PERS",2
"2205U_2_2016","HAE PLUM",5
"2205U_2_2016","HAL BIVI",6
"2205U_2_2016","HAL GARN",0
"2205U_2_2016","HAL MACU",0
"2205U_2_2016","OCY CHRY",58
"2205U_2_2016","POM ARCU",0
"2205U_2_2016","SCA ISER",31
"2205U_2_2016","SPA ATOM",0
"2205U_2_2016","SPA AURO",1
"2205U_2_2016","SPA VIRI",3
"2205U_2_2016","STE PART",0
"2205U_2_2016","STE VARI",6
"2205U_2_2016","THA BIFA",4
"2205U_2_2018","ACA BAHI",2
"2205U_2_2018","ACA CHIR",1
"2205U_2_2018","ACA COER",0
"2205U_2_2018","CAN ROST",0
"2205U_2_2018","CHA CAPI",0
"2205U_2_2018","COR GLAU",0
"2205U_2_2018","COR PERS",30
"2205U_2_2018","HAE PLUM",0
"2205U_2_2018","HAL BIVI",1
"2205U_2_2018","HAL GARN",1
"2205U_2_2018","HAL MACU",0
"2205U_2_2018","OCY CHRY",4
"2205U_2_2018","POM ARCU",0
"2205U_2_2018","SCA ISER",10
"2205U_2_2018","SPA ATOM",0
"2205U_2_2018","SPA AURO",0
"2205U_2_2018","SPA VIRI",6
"2205U_2_2018","STE PART",8
"2205U_2_2018","STE VARI",1
"2205U_2_2018","THA BIFA",6
"2206_1_2024","ACA BAHI",0
"2206_1_2024","ACA CHIR",0
"2206_1_2024","ACA COER",0
"2206_1_2024","CAN ROST",0
"2206_1_2024","CHA CAPI",0
"2206_1_2024","COR GLAU",1
"2206_1_2024","COR PERS",0
"2206_1_2024","HAE PLUM",0
"2206_1_2024","HAL BIVI",9
"2206_1_2024","HAL GARN",1
"2206_1_2024","HAL MACU",0
"2206_1_2024","OCY CHRY",10
"2206_1_2024","POM ARCU",0
"2206_1_2024","SCA ISER",9
"2206_1_2024","SPA ATOM",0
"2206_1_2024","SPA AURO",1
"2206_1_2024","SPA VIRI",0
"2206_1_2024","STE PART",2
"2206_1_2024","STE VARI",4
"2206_1_2024","THA BIFA",16
"2206U_1_2014","ACA BAHI",1
"2206U_1_2014","ACA CHIR",0
"2206U_1_2014","ACA COER",2
"2206U_1_2014","CAN ROST",0
"2206U_1_2014","CHA CAPI",0
"2206U_1_2014","COR GLAU",4
"2206U_1_2014","COR PERS",0
"2206U_1_2014","HAE PLUM",1
"2206U_1_2014","HAL BIVI",8
"2206U_1_2014","HAL GARN",2
"2206U_1_2014","HAL MACU",3
"2206U_1_2014","OCY CHRY",1
"2206U_1_2014","POM ARCU",0
"2206U_1_2014","SCA ISER",38
"2206U_1_2014","SPA ATOM",3
"2206U_1_2014","SPA AURO",1
"2206U_1_2014","SPA VIRI",0
"2206U_1_2014","STE PART",0
"2206U_1_2014","STE VARI",4
"2206U_1_2014","THA BIFA",12
"2206U_1_2016","ACA BAHI",0
"2206U_1_2016","ACA CHIR",0
"2206U_1_2016","ACA COER",0
"2206U_1_2016","CAN ROST",0
"2206U_1_2016","CHA CAPI",0
"2206U_1_2016","COR GLAU",1
"2206U_1_2016","COR PERS",0
"2206U_1_2016","HAE PLUM",2
"2206U_1_2016","HAL BIVI",1
"2206U_1_2016","HAL GARN",0
"2206U_1_2016","HAL MACU",0
"2206U_1_2016","OCY CHRY",0
"2206U_1_2016","POM ARCU",0
"2206U_1_2016","SCA ISER",21
"2206U_1_2016","SPA ATOM",0
"2206U_1_2016","SPA AURO",2
"2206U_1_2016","SPA VIRI",4
"2206U_1_2016","STE PART",0
"2206U_1_2016","STE VARI",6
"2206U_1_2016","THA BIFA",1
"2206U_1_2018","ACA BAHI",0
"2206U_1_2018","ACA CHIR",0
"2206U_1_2018","ACA COER",1
"2206U_1_2018","CAN ROST",1
"2206U_1_2018","CHA CAPI",1
"2206U_1_2018","COR GLAU",1
"2206U_1_2018","COR PERS",149
"2206U_1_2018","HAE PLUM",2
"2206U_1_2018","HAL BIVI",5
"2206U_1_2018","HAL GARN",0
"2206U_1_2018","HAL MACU",1
"2206U_1_2018","OCY CHRY",22
"2206U_1_2018","POM ARCU",1
"2206U_1_2018","SCA ISER",11
"2206U_1_2018","SPA ATOM",3
"2206U_1_2018","SPA AURO",2
"2206U_1_2018","SPA VIRI",2
"2206U_1_2018","STE PART",2
"2206U_1_2018","STE VARI",2
"2206U_1_2018","THA BIFA",8
"2206U_1_2021","ACA BAHI",0
"2206U_1_2021","ACA CHIR",0
"2206U_1_2021","ACA COER",0
"2206U_1_2021","CAN ROST",0
"2206U_1_2021","CHA CAPI",0
"2206U_1_2021","COR GLAU",5
"2206U_1_2021","COR PERS",0
"2206U_1_2021","HAE PLUM",7.99
"2206U_1_2021","HAL BIVI",15
"2206U_1_2021","HAL GARN",2
"2206U_1_2021","HAL MACU",3.49
"2206U_1_2021","OCY CHRY",29.99
"2206U_1_2021","POM ARCU",0
"2206U_1_2021","SCA ISER",19.99
"2206U_1_2021","SPA ATOM",0
"2206U_1_2021","SPA AURO",2.5
"2206U_1_2021","SPA VIRI",0
"2206U_1_2021","STE PART",6.49
"2206U_1_2021","STE VARI",9
"2206U_1_2021","THA BIFA",18.49
"2206U_2_2014","ACA BAHI",0
"2206U_2_2014","ACA CHIR",0
"2206U_2_2014","ACA COER",1
"2206U_2_2014","CAN ROST",0
"2206U_2_2014","CHA CAPI",0
"2206U_2_2014","COR GLAU",8
"2206U_2_2014","COR PERS",9
"2206U_2_2014","HAE PLUM",1
"2206U_2_2014","HAL BIVI",8
"2206U_2_2014","HAL GARN",2
"2206U_2_2014","HAL MACU",3
"2206U_2_2014","OCY CHRY",1
"2206U_2_2014","POM ARCU",0
"2206U_2_2014","SCA ISER",21
"2206U_2_2014","SPA ATOM",6
"2206U_2_2014","SPA AURO",4
"2206U_2_2014","SPA VIRI",0
"2206U_2_2014","STE PART",1
"2206U_2_2014","STE VARI",3
"2206U_2_2014","THA BIFA",11
"2206U_2_2016","ACA BAHI",1
"2206U_2_2016","ACA CHIR",0
"2206U_2_2016","ACA COER",6
"2206U_2_2016","CAN ROST",0
"2206U_2_2016","CHA CAPI",0
"2206U_2_2016","COR GLAU",0
"2206U_2_2016","COR PERS",31
"2206U_2_2016","HAE PLUM",17
"2206U_2_2016","HAL BIVI",4
"2206U_2_2016","HAL GARN",3
"2206U_2_2016","HAL MACU",0
"2206U_2_2016","OCY CHRY",0
"2206U_2_2016","POM ARCU",3
"2206U_2_2016","SCA ISER",27
"2206U_2_2016","SPA ATOM",6
"2206U_2_2016","SPA AURO",3
"2206U_2_2016","SPA VIRI",0
"2206U_2_2016","STE PART",1
"2206U_2_2016","STE VARI",1
"2206U_2_2016","THA BIFA",2
"2206U_2_2018","ACA BAHI",0
"2206U_2_2018","ACA CHIR",0
"2206U_2_2018","ACA COER",1
"2206U_2_2018","CAN ROST",1
"2206U_2_2018","CHA CAPI",0
"2206U_2_2018","COR GLAU",11
"2206U_2_2018","COR PERS",200
"2206U_2_2018","HAE PLUM",2
"2206U_2_2018","HAL BIVI",8
"2206U_2_2018","HAL GARN",2
"2206U_2_2018","HAL MACU",0
"2206U_2_2018","OCY CHRY",37
"2206U_2_2018","POM ARCU",0
"2206U_2_2018","SCA ISER",13
"2206U_2_2018","SPA ATOM",8
"2206U_2_2018","SPA AURO",5
"2206U_2_2018","SPA VIRI",2
"2206U_2_2018","STE PART",3
"2206U_2_2018","STE VARI",1
"2206U_2_2018","THA BIFA",22
"2207U_1_2014","ACA BAHI",0
"2207U_1_2014","ACA CHIR",0
"2207U_1_2014","ACA COER",0
"2207U_1_2014","CAN ROST",0
"2207U_1_2014","CHA CAPI",0
"2207U_1_2014","COR GLAU",17
"2207U_1_2014","COR PERS",71
"2207U_1_2014","HAE PLUM",2
"2207U_1_2014","HAL BIVI",18
"2207U_1_2014","HAL GARN",5
"2207U_1_2014","HAL MACU",2
"2207U_1_2014","OCY CHRY",0
"2207U_1_2014","POM ARCU",0
"2207U_1_2014","SCA ISER",22
"2207U_1_2014","SPA ATOM",5
"2207U_1_2014","SPA AURO",3
"2207U_1_2014","SPA VIRI",0
"2207U_1_2014","STE PART",0
"2207U_1_2014","STE VARI",6
"2207U_1_2014","THA BIFA",3
"2207U_1_2016","ACA BAHI",0
"2207U_1_2016","ACA CHIR",0
"2207U_1_2016","ACA COER",2
"2207U_1_2016","CAN ROST",0
"2207U_1_2016","CHA CAPI",0
"2207U_1_2016","COR GLAU",2
"2207U_1_2016","COR PERS",0
"2207U_1_2016","HAE PLUM",14
"2207U_1_2016","HAL BIVI",2
"2207U_1_2016","HAL GARN",0
"2207U_1_2016","HAL MACU",0
"2207U_1_2016","OCY CHRY",1
"2207U_1_2016","POM ARCU",0
"2207U_1_2016","SCA ISER",4
"2207U_1_2016","SPA ATOM",0
"2207U_1_2016","SPA AURO",1
"2207U_1_2016","SPA VIRI",2
"2207U_1_2016","STE PART",0
"2207U_1_2016","STE VARI",1
"2207U_1_2016","THA BIFA",16
"2207U_1_2018","ACA BAHI",0
"2207U_1_2018","ACA CHIR",0
"2207U_1_2018","ACA COER",1
"2207U_1_2018","CAN ROST",0
"2207U_1_2018","CHA CAPI",0
"2207U_1_2018","COR GLAU",0
"2207U_1_2018","COR PERS",29
"2207U_1_2018","HAE PLUM",12
"2207U_1_2018","HAL BIVI",1
"2207U_1_2018","HAL GARN",1
"2207U_1_2018","HAL MACU",0
"2207U_1_2018","OCY CHRY",7
"2207U_1_2018","POM ARCU",1
"2207U_1_2018","SCA ISER",8
"2207U_1_2018","SPA ATOM",0
"2207U_1_2018","SPA AURO",2
"2207U_1_2018","SPA VIRI",0
"2207U_1_2018","STE PART",1
"2207U_1_2018","STE VARI",4
"2207U_1_2018","THA BIFA",0
"2207U_2_2014","ACA BAHI",0
"2207U_2_2014","ACA CHIR",0
"2207U_2_2014","ACA COER",0
"2207U_2_2014","CAN ROST",0
"2207U_2_2014","CHA CAPI",0
"2207U_2_2014","COR GLAU",3
"2207U_2_2014","COR PERS",37
"2207U_2_2014","HAE PLUM",0
"2207U_2_2014","HAL BIVI",15
"2207U_2_2014","HAL GARN",2
"2207U_2_2014","HAL MACU",1
"2207U_2_2014","OCY CHRY",0
"2207U_2_2014","POM ARCU",0
"2207U_2_2014","SCA ISER",7
"2207U_2_2014","SPA ATOM",8
"2207U_2_2014","SPA AURO",1
"2207U_2_2014","SPA VIRI",0
"2207U_2_2014","STE PART",5
"2207U_2_2014","STE VARI",5
"2207U_2_2014","THA BIFA",21
"2207U_2_2016","ACA BAHI",0
"2207U_2_2016","ACA CHIR",0
"2207U_2_2016","ACA COER",3
"2207U_2_2016","CAN ROST",0
"2207U_2_2016","CHA CAPI",0
"2207U_2_2016","COR GLAU",0
"2207U_2_2016","COR PERS",0
"2207U_2_2016","HAE PLUM",29
"2207U_2_2016","HAL BIVI",21
"2207U_2_2016","HAL GARN",2
"2207U_2_2016","HAL MACU",0
"2207U_2_2016","OCY CHRY",16
"2207U_2_2016","POM ARCU",1
"2207U_2_2016","SCA ISER",33
"2207U_2_2016","SPA ATOM",0
"2207U_2_2016","SPA AURO",6
"2207U_2_2016","SPA VIRI",0
"2207U_2_2016","STE PART",0
"2207U_2_2016","STE VARI",8
"2207U_2_2016","THA BIFA",10
"2207U_2_2018","ACA BAHI",0
"2207U_2_2018","ACA CHIR",0
"2207U_2_2018","ACA COER",1
"2207U_2_2018","CAN ROST",0
"2207U_2_2018","CHA CAPI",1
"2207U_2_2018","COR GLAU",3
"2207U_2_2018","COR PERS",7
"2207U_2_2018","HAE PLUM",2
"2207U_2_2018","HAL BIVI",1
"2207U_2_2018","HAL GARN",2
"2207U_2_2018","HAL MACU",1
"2207U_2_2018","OCY CHRY",11
"2207U_2_2018","POM ARCU",1
"2207U_2_2018","SCA ISER",2
"2207U_2_2018","SPA ATOM",0
"2207U_2_2018","SPA AURO",4
"2207U_2_2018","SPA VIRI",0
"2207U_2_2018","STE PART",3
"2207U_2_2018","STE VARI",0
"2207U_2_2018","THA BIFA",5
"2208_1_2024","ACA BAHI",0
"2208_1_2024","ACA CHIR",1
"2208_1_2024","ACA COER",6
"2208_1_2024","CAN ROST",0
"2208_1_2024","CHA CAPI",0
"2208_1_2024","COR GLAU",2
"2208_1_2024","COR PERS",2
"2208_1_2024","HAE PLUM",1
"2208_1_2024","HAL BIVI",14
"2208_1_2024","HAL GARN",15
"2208_1_2024","HAL MACU",0
"2208_1_2024","OCY CHRY",8
"2208_1_2024","POM ARCU",0
"2208_1_2024","SCA ISER",17
"2208_1_2024","SPA ATOM",0
"2208_1_2024","SPA AURO",7
"2208_1_2024","SPA VIRI",0
"2208_1_2024","STE PART",28
"2208_1_2024","STE VARI",16
"2208_1_2024","THA BIFA",18
"2208U_1_2014","ACA BAHI",1
"2208U_1_2014","ACA CHIR",0
"2208U_1_2014","ACA COER",2
"2208U_1_2014","CAN ROST",0
"2208U_1_2014","CHA CAPI",0
"2208U_1_2014","COR GLAU",1
"2208U_1_2014","COR PERS",119
"2208U_1_2014","HAE PLUM",0
"2208U_1_2014","HAL BIVI",1
"2208U_1_2014","HAL GARN",2
"2208U_1_2014","HAL MACU",1
"2208U_1_2014","OCY CHRY",0
"2208U_1_2014","POM ARCU",0
"2208U_1_2014","SCA ISER",15
"2208U_1_2014","SPA ATOM",3
"2208U_1_2014","SPA AURO",2
"2208U_1_2014","SPA VIRI",0
"2208U_1_2014","STE PART",4
"2208U_1_2014","STE VARI",2
"2208U_1_2014","THA BIFA",4
"2208U_1_2021","ACA BAHI",0.5
"2208U_1_2021","ACA CHIR",0
"2208U_1_2021","ACA COER",0
"2208U_1_2021","CAN ROST",0
"2208U_1_2021","CHA CAPI",1
"2208U_1_2021","COR GLAU",1.5
"2208U_1_2021","COR PERS",0
"2208U_1_2021","HAE PLUM",4.5
"2208U_1_2021","HAL BIVI",23.49
"2208U_1_2021","HAL GARN",0
"2208U_1_2021","HAL MACU",1
"2208U_1_2021","OCY CHRY",20
"2208U_1_2021","POM ARCU",0
"2208U_1_2021","SCA ISER",9.49
"2208U_1_2021","SPA ATOM",3.49
"2208U_1_2021","SPA AURO",1
"2208U_1_2021","SPA VIRI",0
"2208U_1_2021","STE PART",1
"2208U_1_2021","STE VARI",3
"2208U_1_2021","THA BIFA",3.99
"2208U_2_2014","ACA BAHI",0
"2208U_2_2014","ACA CHIR",0
"2208U_2_2014","ACA COER",1
"2208U_2_2014","CAN ROST",0
"2208U_2_2014","CHA CAPI",1
"2208U_2_2014","COR GLAU",0
"2208U_2_2014","COR PERS",184
"2208U_2_2014","HAE PLUM",0
"2208U_2_2014","HAL BIVI",0
"2208U_2_2014","HAL GARN",3
"2208U_2_2014","HAL MACU",0
"2208U_2_2014","OCY CHRY",0
"2208U_2_2014","POM ARCU",0
"2208U_2_2014","SCA ISER",27
"2208U_2_2014","SPA ATOM",1
"2208U_2_2014","SPA AURO",1
"2208U_2_2014","SPA VIRI",1
"2208U_2_2014","STE PART",1
"2208U_2_2014","STE VARI",4
"2208U_2_2014","THA BIFA",6
"2209_1_2024","ACA BAHI",0
"2209_1_2024","ACA CHIR",0
"2209_1_2024","ACA COER",0
"2209_1_2024","CAN ROST",0
"2209_1_2024","CHA CAPI",0
"2209_1_2024","COR GLAU",5
"2209_1_2024","COR PERS",0
"2209_1_2024","HAE PLUM",23
"2209_1_2024","HAL BIVI",15
"2209_1_2024","HAL GARN",2
"2209_1_2024","HAL MACU",0
"2209_1_2024","OCY CHRY",28
"2209_1_2024","POM ARCU",0
"2209_1_2024","SCA ISER",16
"2209_1_2024","SPA ATOM",0
"2209_1_2024","SPA AURO",2
"2209_1_2024","SPA VIRI",0
"2209_1_2024","STE PART",1
"2209_1_2024","STE VARI",6
"2209_1_2024","THA BIFA",9
"2209U_1_2014","ACA BAHI",1
"2209U_1_2014","ACA CHIR",0
"2209U_1_2014","ACA COER",2
"2209U_1_2014","CAN ROST",0
"2209U_1_2014","CHA CAPI",0
"2209U_1_2014","COR GLAU",5
"2209U_1_2014","COR PERS",500
"2209U_1_2014","HAE PLUM",34
"2209U_1_2014","HAL BIVI",5
"2209U_1_2014","HAL GARN",3
"2209U_1_2014","HAL MACU",0
"2209U_1_2014","OCY CHRY",39
"2209U_1_2014","POM ARCU",0
"2209U_1_2014","SCA ISER",9
"2209U_1_2014","SPA ATOM",1
"2209U_1_2014","SPA AURO",14
"2209U_1_2014","SPA VIRI",0
"2209U_1_2014","STE PART",15
"2209U_1_2014","STE VARI",12
"2209U_1_2014","THA BIFA",37
"2209U_1_2016","ACA BAHI",0
"2209U_1_2016","ACA CHIR",1
"2209U_1_2016","ACA COER",3
"2209U_1_2016","CAN ROST",0
"2209U_1_2016","CHA CAPI",0
"2209U_1_2016","COR GLAU",1
"2209U_1_2016","COR PERS",0
"2209U_1_2016","HAE PLUM",1
"2209U_1_2016","HAL BIVI",13
"2209U_1_2016","HAL GARN",4
"2209U_1_2016","HAL MACU",3
"2209U_1_2016","OCY CHRY",6
"2209U_1_2016","POM ARCU",0
"2209U_1_2016","SCA ISER",13
"2209U_1_2016","SPA ATOM",1
"2209U_1_2016","SPA AURO",4
"2209U_1_2016","SPA VIRI",0
"2209U_1_2016","STE PART",10
"2209U_1_2016","STE VARI",8
"2209U_1_2016","THA BIFA",27
"2209U_1_2021","ACA BAHI",1.5
"2209U_1_2021","ACA CHIR",0
"2209U_1_2021","ACA COER",2.5
"2209U_1_2021","CAN ROST",1.5
"2209U_1_2021","CHA CAPI",1.5
"2209U_1_2021","COR GLAU",0
"2209U_1_2021","COR PERS",37.5
"2209U_1_2021","HAE PLUM",2.5
"2209U_1_2021","HAL BIVI",5.49
"2209U_1_2021","HAL GARN",2.5
"2209U_1_2021","HAL MACU",0
"2209U_1_2021","OCY CHRY",21.49
"2209U_1_2021","POM ARCU",0
"2209U_1_2021","SCA ISER",7
"2209U_1_2021","SPA ATOM",2
"2209U_1_2021","SPA AURO",10.48
"2209U_1_2021","SPA VIRI",2
"2209U_1_2021","STE PART",0
"2209U_1_2021","STE VARI",3.99
"2209U_1_2021","THA BIFA",14.49
"2209U_2_2014","ACA BAHI",0
"2209U_2_2014","ACA CHIR",0
"2209U_2_2014","ACA COER",1
"2209U_2_2014","CAN ROST",0
"2209U_2_2014","CHA CAPI",0
"2209U_2_2014","COR GLAU",1
"2209U_2_2014","COR PERS",500
"2209U_2_2014","HAE PLUM",0
"2209U_2_2014","HAL BIVI",9
"2209U_2_2014","HAL GARN",0
"2209U_2_2014","HAL MACU",0
"2209U_2_2014","OCY CHRY",4
"2209U_2_2014","POM ARCU",0
"2209U_2_2014","SCA ISER",15
"2209U_2_2014","SPA ATOM",3
"2209U_2_2014","SPA AURO",1
"2209U_2_2014","SPA VIRI",0
"2209U_2_2014","STE PART",1
"2209U_2_2014","STE VARI",7
"2209U_2_2014","THA BIFA",6
"2209U_2_2016","ACA BAHI",0
"2209U_2_2016","ACA CHIR",0
"2209U_2_2016","ACA COER",3
"2209U_2_2016","CAN ROST",0
"2209U_2_2016","CHA CAPI",0
"2209U_2_2016","COR GLAU",1
"2209U_2_2016","COR PERS",0
"2209U_2_2016","HAE PLUM",13
"2209U_2_2016","HAL BIVI",14
"2209U_2_2016","HAL GARN",1
"2209U_2_2016","HAL MACU",3
"2209U_2_2016","OCY CHRY",1
"2209U_2_2016","POM ARCU",0
"2209U_2_2016","SCA ISER",20
"2209U_2_2016","SPA ATOM",1
"2209U_2_2016","SPA AURO",2
"2209U_2_2016","SPA VIRI",1
"2209U_2_2016","STE PART",0
"2209U_2_2016","STE VARI",6
"2209U_2_2016","THA BIFA",24
"2210U_1_2016","ACA BAHI",1
