"survey_id","PRIMARY_SAMPLE_UNIT","STATION_NR","YEAR","latitude","longitude","DEPTH","UNDERWATER_VISIBILITY","HABITAT_TYPE","ZONE_NAME","SUB_REGION_NAME","REGION_DESCRIPTION","PROT","MPA_NAME","total_abundance","species_richness"
"2167U_1_2018","2167U",1,2018,24.71447,-82.82994,5.8,8.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",90,16
"2167U_2_2018","2167U",2,2018,24.71441,-82.82999,5.5,8.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",51,15
"2168U_1_2018","2168U",1,2018,24.7072,-82.79313,8.4,13.5,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",84,7
"2168U_2_2018","2168U",2,2018,24.70706,-82.79298,8.4,13.5,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",45,9
"2169U_1_2018","2169U",1,2018,24.66524,-82.78845,6.4,7.5,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",158,28
"2169U_2_2018","2169U",2,2018,24.66515,-82.78851,6.6,8.5,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",113,19
"2171U_1_2018","2171U",1,2018,24.71068,-82.8408,5.7,7.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",133,17
"2171U_2_2018","2171U",2,2018,24.71081,-82.84087,6,8,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",119,12
"2172U_1_2018","2172U",1,2018,24.57596,-82.9026,15.2,9.5,"Contiguous reef - non-spur-groove - high vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",75,15
"2172U_2_2018","2172U",2,2018,24.57585,-82.9026,15.1,10,"Contiguous reef - non-spur-groove - high vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",127,16
"2173U_1_2018","2173U",1,2018,24.5759,-82.92343,11.3,7,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",33,9
"2173U_2_2018","2173U",2,2018,24.57582,-82.9234,11.9,12,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",31,14
"2174U_1_2018","2174U",1,2018,24.60556,-82.97189,13.6,7,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",38,11
"2174U_2_2018","2174U",2,2018,24.60549,-82.97196,13.7,9,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",18,10
"2175U_1_2018","2175U",1,2018,24.56026,-82.91576,13.1,10.5,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",61,13
"2175U_2_2018","2175U",2,2018,24.56027,-82.91559,13.6,14.5,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",60,15
"2176U_1_2018","2176U",1,2018,24.5974,-82.96952,15.5,9.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",330,17
"2176U_2_2018","2176U",2,2018,24.59739,-82.96947,15,7,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",285,18
"2177U_1_2018","2177U",1,2018,24.56703,-82.92726,12.7,12.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",132,16
"2177U_2_2018","2177U",2,2018,24.56717,-82.92716,13.6,14,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",157,20
"2178U_1_2018","2178U",1,2018,24.57268,-82.94223,17.6,9.5,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",32,7
"2178U_2_2018","2178U",2,2018,24.57248,-82.94217,17.1,9.5,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",17,7
"2179U_1_2018","2179U",1,2018,24.57985,-82.90812,11.6,13,"Contiguous reef - non-spur-groove - low vertical relief","Lagoon","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",47,17
"2179U_2_2018","2179U",2,2018,24.57985,-82.90806,10.4,9.5,"Contiguous reef - non-spur-groove - low vertical relief","Lagoon","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",62,17
"2180U_1_2018","2180U",1,2018,24.57558,-82.94598,15.2,8.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",77,19
"2180U_2_2018","2180U",2,2018,24.57549,-82.94587,16.8,9,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",47,14
"2181U_1_2018","2181U",1,2018,24.55271,-82.93417,18.6,20,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",38,19
"2181U_2_2018","2181U",2,2018,24.55261,-82.93437,17,17.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",59,19
"2183U_1_2018","2183U",1,2018,24.55523,-82.91434,27.4,9,"Isolated - patchy reef structures - moderate vertical relief","Undetermined","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",82,14
"2183U_2_2018","2183U",2,2018,24.55512,-82.91433,26.8,10.5,"Isolated - patchy reef structures - moderate vertical relief","Undetermined","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",121,19
"2184U_1_2018","2184U",1,2018,24.55608,-82.91611,26.2,12.5,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",90,17
"2184U_2_2018","2184U",2,2018,24.556,-82.91618,26.2,14,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",57,15
"2185U_1_2018","2185U",1,2018,24.73211,-82.79487,18,8,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",342,18
"2185U_2_2018","2185U",2,2018,24.73191,-82.79482,17.1,12,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",270,20
"2186U_1_2018","2186U",1,2018,24.71228,-82.79182,12.8,8,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",50,13
"2186U_2_2018","2186U",2,2018,24.71217,-82.79182,12.4,10.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",34,11
"2187U_1_2018","2187U",1,2018,24.57123,-82.92489,15.8,11.5,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",173,7
"2187U_2_2018","2187U",2,2018,24.57127,-82.92478,14,6.5,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",88,6
"2189U_1_2018","2189U",1,2018,24.5826,-82.8914,8.7,11.5,"Spur-groove reef - high vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",91,15
"2189U_2_2018","2189U",2,2018,24.58263,-82.89146,9.5,10,"Spur-groove reef - high vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",164,19
"2190U_1_2018","2190U",1,2018,24.72461,-82.79582,14.6,12,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",205,24
"2190U_2_2018","2190U",2,2018,24.7246,-82.79602,15.2,15,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",130,14
"2191U_1_2018","2191U",1,2018,24.73049,-82.79866,18.3,12.5,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",166,17
"2191U_2_2018","2191U",2,2018,24.7307,-82.79894,18,13,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",158,16
"2192U_1_2018","2192U",1,2018,24.72237,-82.78932,14.6,9,"Spur-groove reef - high vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",287,17
"2192U_2_2018","2192U",2,2018,24.72237,-82.78925,13.9,13.5,"Spur-groove reef - high vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",247,20
"2193U_1_2018","2193U",1,2018,24.72077,-82.81955,13.7,8.5,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",113,19
"2193U_2_2018","2193U",2,2018,24.72076,-82.81974,13.4,10.5,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",91,17
"2194U_1_2018","2194U",1,2018,24.73179,-82.78201,22.8,19,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",178,18
"2194U_2_2018","2194U",2,2018,24.73161,-82.78189,22.6,14.5,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",55,15
"2196U_1_2018","2196U",1,2018,24.6877,-82.77949,6.6,15,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",66,7
"2196U_2_2018","2196U",2,2018,24.68758,-82.77939,6.3,15,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",38,14
"2197U_1_2018","2197U",1,2018,24.61821,-82.96733,14.3,7.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",35,17
"2197U_2_2018","2197U",2,2018,24.61829,-82.9673,14.5,9.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",84,18
"2198U_1_2018","2198U",1,2018,24.72629,-82.79155,15.6,8.5,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",84,20
"2198U_2_2018","2198U",2,2018,24.72629,-82.79155,15.9,10.5,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",85,14
"2199U_1_2018","2199U",1,2018,24.57298,-82.92577,13,11,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",112,24
"2199U_2_2018","2199U",2,2018,24.57306,-82.92586,13.1,7.5,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",38,9
"2200U_1_2018","2200U",1,2018,24.70167,-82.7722,19.5,10.5,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",83,21
"2200U_2_2018","2200U",2,2018,24.70155,-82.77229,19.1,10,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",49,13
"2201U_1_2018","2201U",1,2018,24.71919,-82.83198,10.7,6,"Spur-groove reef - high vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",143,19
"2201U_2_2018","2201U",2,2018,24.71926,-82.83219,10.6,10,"Spur-groove reef - high vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",84,15
"2203U_1_2018","2203U",1,2018,24.70894,-82.77474,20.9,17.5,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",157,11
"2203U_2_2018","2203U",2,2018,24.709,-82.77485,19.2,14,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",263,20
"2204U_1_2018","2204U",1,2018,24.62878,-82.8153,9.6,6,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",42,10
"2204U_2_2018","2204U",2,2018,24.62872,-82.81547,9.6,9,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",44,13
"2205U_1_2018","2205U",1,2018,24.72528,-82.80069,15.7,9,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",237,17
"2205U_2_2018","2205U",2,2018,24.72542,-82.8006,15.8,13.5,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",114,16
"2206U_1_2018","2206U",1,2018,24.59495,-82.91356,12.1,11,"Isolated - patchy reef structures - high vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",292,32
"2206U_2_2018","2206U",2,2018,24.59505,-82.91354,12.1,10,"Isolated - patchy reef structures - high vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",368,24
"2207U_1_2018","2207U",1,2018,24.58205,-82.92722,14.3,8,"Isolated - patchy reef structures - high vertical relief","Lagoon","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",76,16
"2207U_2_2018","2207U",2,2018,24.58204,-82.92723,12.7,11,"Isolated - patchy reef structures - high vertical relief","Lagoon","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",91,23
"2212U_1_2018","2212U",1,2018,24.70964,-82.77846,16.2,9,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",72,13
"2212U_2_2018","2212U",2,2018,24.70981,-82.77853,16.5,12.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",42,12
"2222U_1_2018","2222U",1,2018,24.71406,-82.79122,11.5,11,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",124,23
"2222U_2_2018","2222U",2,2018,24.71376,-82.7912,12.1,14.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",46,14
"2223U_1_2018","2223U",1,2018,24.59396,-82.96972,15.1,15,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",1524,28
"2223U_2_2018","2223U",2,2018,24.59381,-82.96991,14.9,10,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",452,21
"2224U_1_2018","2224U",1,2018,24.58013,-82.98085,15.7,12,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",101,13
"2224U_2_2018","2224U",2,2018,24.58013,-82.98069,15.5,13.5,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",226,14
"2225U_1_2018","2225U",1,2018,24.64802,-82.78428,17.7,9,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",27,14
"2225U_2_2018","2225U",2,2018,24.64793,-82.78435,18,8.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",32,14
"2226U_1_2018","2226U",1,2018,24.5821,-82.97919,18.8,9.5,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",48,15
"2226U_2_2018","2226U",2,2018,24.58221,-82.97905,18.8,11,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",90,14
"2227U_1_2018","2227U",1,2018,24.71691,-82.79026,11.3,10,"Spur-groove reef - high vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",145,25
"2227U_2_2018","2227U",2,2018,24.71707,-82.79037,13,11.5,"Spur-groove reef - high vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",69,16
"2229U_1_2018","2229U",1,2018,24.57628,-82.90696,11.9,6,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",52,14
"2229U_2_2018","2229U",2,2018,24.57632,-82.90683,11.8,13.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",29,15
"2231U_1_2018","2231U",1,2018,24.59851,-82.95028,16.7,9,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",52,11
"2231U_2_2018","2231U",2,2018,24.59838,-82.95029,16.7,7.5,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",136,19
"2232U_1_2018","2232U",1,2018,24.58588,-82.97891,15.7,14,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",882,26
"2232U_2_2018","2232U",2,2018,24.58574,-82.97866,17.3,13.5,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",595,21
"2238U_1_2018","2238U",1,2018,24.63753,-82.80667,4.2,7.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",53,13
"2238U_2_2018","2238U",2,2018,24.63762,-82.80666,4.8,7,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",56,15
"2243U_1_2018","2243U",1,2018,24.63745,-82.79964,6.1,8.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",52,14
"2243U_2_2018","2243U",2,2018,24.63751,-82.79972,5.8,11,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",57,15
"2246U_1_2018","2246U",1,2018,24.63073,-82.81326,8.5,6,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",47,9
"2246U_2_2018","2246U",2,2018,24.6306,-82.81321,8.2,6.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",62,13
"2247U_1_2018","2247U",1,2018,24.59053,-82.92644,11,7,"Isolated - patchy reef structures - high vertical relief","Lagoon","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",248,16
"2247U_2_2018","2247U",2,2018,24.59049,-82.92636,11.9,7,"Isolated - patchy reef structures - high vertical relief","Lagoon","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",116,21
"2248U_1_2018","2248U",1,2018,24.59447,-82.91613,14.5,8,"Isolated - patchy reef structures - low vertical relief","Lagoon","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",206,20
"2248U_2_2018","2248U",2,2018,24.59453,-82.91611,14.6,8.5,"Isolated - patchy reef structures - low vertical relief","Lagoon","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",99,14
"2249U_1_2018","2249U",1,2018,24.60609,-82.96864,14.8,8.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",55,14
"2249U_2_2018","2249U",2,2018,24.60596,-82.9686,12.5,7,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",40,13
"2250U_1_2018","2250U",1,2018,24.58405,-82.96983,13.7,9,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",301,16
"2250U_2_2018","2250U",2,2018,24.58416,-82.96983,12.7,7.5,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",129,15
"2251U_1_2018","2251U",1,2018,24.58778,-82.96857,15.7,8,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",187,22
"2251U_2_2018","2251U",2,2018,24.58765,-82.96849,16.3,11,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",482,26
"2252U_1_2018","2252U",1,2018,24.54767,-82.94707,21.6,10,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",189,19
"2252U_2_2018","2252U",2,2018,24.54781,-82.94695,21.8,12,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",167,16
"2254U_1_2018","2254U",1,2018,24.56796,-82.94767,17.7,7.5,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",46,13
"2254U_2_2018","2254U",2,2018,24.56811,-82.94754,19.4,9.5,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",83,16
"2255U_1_2018","2255U",1,2018,24.6644,-82.81276,7.2,7.5,"Isolated - patchy reef structures - low vertical relief","Lagoon","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",89,11
"2255U_2_2018","2255U",2,2018,24.66434,-82.81268,8.4,7.5,"Isolated - patchy reef structures - low vertical relief","Lagoon","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",69,11
"2256U_1_2018","2256U",1,2018,24.58257,-82.93184,16.5,7.5,"Contiguous reef - non-spur-groove - moderate vertical relief","Lagoon","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",25,8
"2256U_2_2018","2256U",2,2018,24.58276,-82.93191,13.7,7.5,"Contiguous reef - non-spur-groove - moderate vertical relief","Lagoon","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",80,16
"2257U_1_2018","2257U",1,2018,24.54854,-82.95643,22.3,12.5,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",160,20
"2257U_2_2018","2257U",2,2018,24.54847,-82.95632,21.3,12,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",48,14
"2258U_1_2018","2258U",1,2018,24.59568,-82.94503,16.2,8,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",170,18
"2258U_2_2018","2258U",2,2018,24.59571,-82.94505,15.1,6,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",283,22
"2259U_1_2018","2259U",1,2018,24.58342,-82.96662,12.7,10,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",190,14
"2259U_2_2018","2259U",2,2018,24.58347,-82.9665,12.5,8,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",135,15
"2260U_1_2018","2260U",1,2018,24.62009,-82.8622,16.8,6.5,"Spur-groove reef - high vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",93,16
"2260U_2_2018","2260U",2,2018,24.61997,-82.86224,20.1,8.5,"Spur-groove reef - high vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",132,20
"2261U_1_2018","2261U",1,2018,24.64779,-82.78723,15.5,6.5,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",35,6
"2261U_2_2018","2261U",2,2018,24.64782,-82.78716,15.5,7.5,"Isolated - patchy reef structures - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",41,9
"2262U_1_2018","2262U",1,2018,24.62745,-82.83508,8.4,6.5,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",19,14
"2262U_2_2018","2262U",2,2018,24.6275,-82.83516,9.3,7,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",69,13
"2264U_1_2018","2264U",1,2018,24.61695,-82.86532,21.8,4,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",24,10
"2264U_2_2018","2264U",2,2018,24.61693,-82.86538,20.6,4,"Isolated - patchy reef structures - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",190,12
"2265H_2_2018","2265H",2,2018,24.62999,-82.80789,7,8,"Contiguous reef - non-spur-groove - moderate vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",69,20
"2265U_1_2018","2265U",1,2018,24.62995,-82.80781,6.3,7,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",43,10
"2266U_1_2018","2266U",1,2018,24.62989,-82.83838,9.5,7,"Contiguous reef - non-spur-groove - low vertical relief","Forereef","Tortugas--Dry Tortugas NP","Dry Tortugas",2,"Unprotected",32,9
